TYPE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,Geocoded_Location
Request for Pothole Repair,PWDx,INTERSECTION of Dudley St & Vine St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,807,,INTERSECTION Dudley St & Vine St,,42.28997,-71.12824,Citizens Connect App,"(42.28997, -71.12824)"
Request for Pothole Repair,PWDx,90 Windsor St  Mission Hill  MA  02120,7,10B,7,D4,Roxbury,13,Ward 9,904,C,90 Windsor St,02120,42.33536,-71.08512,Citizens Connect App,"(42.33536, -71.08512)"
Request for Pothole Repair,PWDx,16 Dunmore St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,807,R1,16 Dunmore St,02119,42.32591,-71.07454,Citizens Connect App,"(42.32591, -71.07454)"
Request for Pothole Repair,PWDx,72 Copeland St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 12,1201,R1,72 Copeland St,02119,42.32338,-71.07944,Citizens Connect App,"(42.32338, -71.07944)"
Request for Pothole Repair,PWDx,165 Columbia Rd  Dorchester  MA  02121,7,03,4,C11,Roxbury,13,Ward 14,1401,A,165 Columbia Rd,02121,42.30596,-71.07778,Citizens Connect App,"(42.30596, -71.07778)"
Request for Pothole Repair,BWSC,INTERSECTION of Centre St & Gardner St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 9,905,,INTERSECTION Centre St & Gardner St,,42.29251,-71.06676,Citizens Connect App,"(42.29251, -71.06676)"
Request for Pothole Repair,PWDx,INTERSECTION of Abbotsford St & Crawford St  Dorchester  MA,9,10B,7,B2,Roxbury,13,Ward 12,1208,,INTERSECTION Abbotsford St & Crawford St,,42.34091,-71.0564,Citizens Connect App,"(42.34091, -71.0564)"
Request for Pothole Repair,BWSC,INTERSECTION of Townsend St & Walnut Ave  Dorchester  MA,9,10B,7,B2,Roxbury,13,Ward 11,1103,,INTERSECTION Townsend St & Walnut Ave,,42.32878,-71.08957,Citizens Connect App,"(42.32878, -71.08957)"
Request for Pothole Repair,PWDx,168 Ruthven St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1209,R3,168 Ruthven St,02121,42.31169,-71.08736,Citizens Connect App,"(42.31169, -71.08736)"
Request for Pothole Repair,PWDx,INTERSECTION of Harrison Ave & Northampton St  Roxbury  MA,7,10B,2,D4,Roxbury,6,Ward 8,802,,INTERSECTION Harrison Ave & Northampton St,,42.2963,-71.0748,Citizens Connect App,"(42.2963, -71.0748)"
Request for Pothole Repair,PWDx,29 Huckins St  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,807,R1,29 Huckins St,02119,42.32324,-71.07488,Citizens Connect App,"(42.32324, -71.07488)"
Request for Pothole Repair,PWDx,94 Brunswick St  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,R3,94 Brunswick St,02121,42.31106,-71.07999,Citizens Connect App,"(42.31106, -71.07999)"
Request for Pothole Repair,PWDx,INTERSECTION of Crawford St & Waumbeck St  Dorchester  MA,9,10B,7,B2,Roxbury,13,Ward 12,1208,,INTERSECTION Crawford St & Waumbeck St,,42.272875,-71.111074,Citizens Connect App,"(42.272875, -71.111074)"
Request for Pothole Repair,PWDx,INTERSECTION of Warren St & Zeigler St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,804,,INTERSECTION Warren St & Zeigler St,,42.35244,-71.17058,Citizens Connect App,"(42.35244, -71.17058)"
Request for Pothole Repair,PWDx,49 Maple St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1207,A,49 Maple St,02121,42.308928,-71.08602,Citizens Connect App,"(42.308928, -71.08602)"
Request for Pothole Repair,PWDx,117 Centre St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1101,R1,117 Centre St,02119,42.32741,-71.09615,Citizens Connect App,"(42.32741, -71.09615)"
Request for Pothole Repair,PWDx,67-81 Charlame Pl  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 12,1205,A,67-81 Charlame Pl,02119,42.319212,-71.08419,Citizens Connect App,"(42.319212, -71.08419)"
Request for Pothole Repair,PWDx,INTERSECTION of Devon St & Laredo St  Dorchester  MA,7,03,4,B2,Roxbury,13,Ward 14,1401,,INTERSECTION Devon St & Laredo St,,42.34669,-71.06984,Citizens Connect App,"(42.34669, -71.06984)"
Request for Pothole Repair,PWDx,47 Elmore St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1103,R4,47 Elmore St,02119,42.31968,-71.09102,Citizens Connect App,"(42.31968, -71.09102)"
Request for Pothole Repair,PWDx,INTERSECTION of Regent Sq & Regent St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 12,1203,,INTERSECTION Regent Sq & Regent St,,42.33113,-71.03458,Citizens Connect App,"(42.33113, -71.03458)"
Request for Pothole Repair,PWDx,INTERSECTION of Marcella St & Ritchie St  Roxbury  MA,9,10B,7,B2,Roxbury,13,Ward 11,1102,,INTERSECTION Marcella St & Ritchie St,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,INTERSECTION of Cedar St & Passage Way  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 11,1101,,INTERSECTION Cedar St & Passage Way,,42.34384,-71.141442,Citizens Connect App,"(42.34384, -71.141442)"
Request for Pothole Repair,PWDx,INTERSECTION of Winslow St & Zeigler St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,804,,INTERSECTION Winslow St & Zeigler St,,42.28592,-71.05788,Citizens Connect App,"(42.28592, -71.05788)"
Request for Pothole Repair,PWDx,INTERSECTION of Ceylon St & Quincy St  Dorchester  MA,7,03,4,B2,Roxbury,13,Ward 14,1401,,INTERSECTION Ceylon St & Quincy St,,42.279582,-71.09808,Citizens Connect App,"(42.279582, -71.09808)"
Request for Pothole Repair,PWDx,24 Magnolia St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1302,EA,24 Magnolia St,02125,42.31808,-71.06992,Citizens Connect App,"(42.31808, -71.06992)"
Request for Pothole Repair,BWSC,INTERSECTION of Linden Park St & Hampshire St  Mission Hill  MA,7,10B,7,B2,Roxbury,13,Ward 9,905,,INTERSECTION Linden Park St & Hampshire St,,42.3541,-71.05228,Citizens Connect App,"(42.3541, -71.05228)"
Request for Pothole Repair,PWDx,109-111 Humboldt Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,12,1202,,109-111 Humboldt Ave,02121,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,BWSC,INTERSECTION of Warren St & Moreland St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 12,1201,,INTERSECTION Warren St & Moreland St,,42.35228,-71.17022,Citizens Connect App,"(42.35228, -71.17022)"
Request for Pothole Repair,PWDx,55 Lenox St  Roxbury  MA  02118,,,0,,Roxbury,0,08,,,55 Lenox St,02118,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,56 Cedar St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1102,RL,56 Cedar St,02119,42.325132,-71.091569,Citizens Connect App,"(42.325132, -71.091569)"
Request for Pothole Repair,PWDx,168 Ruthven St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1209,R3,168 Ruthven St,02121,42.31169,-71.08736,Citizens Connect App,"(42.31169, -71.08736)"
Request for Pothole Repair,PWDx,2591-2595 Washington St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,09,905,,2591-2595 Washington St,02119,42.32582,-71.088093,Citizens Connect App,"(42.32582, -71.088093)"
Request for Pothole Repair,PWDx,201 Harold St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1208,R1,201 Harold St,02121,42.31411,-71.09192,Citizens Connect App,"(42.31411, -71.09192)"
Request for Pothole Repair,PWDx,INTERSECTION of Weaver Way & Ritchie St  Roxbury  MA,9,10B,7,B2,Roxbury,13,Ward 11,1101,,INTERSECTION Weaver Way & Ritchie St,,42.363,-71.05131,Citizens Connect App,"(42.363, -71.05131)"
Request for Pothole Repair,PWDx,INTERSECTION of Harold St & Seaver St  Dorchester  MA,9,10B,7,B2,Roxbury,13,Ward 12,1208,,INTERSECTION Harold St & Seaver St,,42.27939,-71.08801,Citizens Connect App,"(42.27939, -71.08801)"
Request for Pothole Repair,BWSC,155 Thornton St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1102,E,155 Thornton St,02119,42.322324,-71.092679,Citizens Connect App,"(42.322324, -71.092679)"
Request for Pothole Repair,PWDx,INTERSECTION of Dewitt Dr & Ruggles St  Mission Hill  MA,7,10B,7,B2,Roxbury,13,Ward 9,904,,INTERSECTION Dewitt Dr & Ruggles St,,42.34565,-71.07225,Citizens Connect App,"(42.34565, -71.07225)"
Request for Pothole Repair,PWDx,INTERSECTION of Dudley St & Newman Pl  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,807,,INTERSECTION Dudley St & Newman Pl,,42.289818,-71.127816,Citizens Connect App,"(42.289818, -71.127816)"
Request for Pothole Repair,PWDx,114 Cedar St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1101,R1,114 Cedar St,02119,42.3269,-71.09361,Citizens Connect App,"(42.3269, -71.09361)"
Request for Pothole Repair,PWDx,109-111 Zeigler St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,08,804,EA,109-111 Zeigler St,02119,42.328995,-71.080595,Citizens Connect App,"(42.328995, -71.080595)"
Request for Pothole Repair,PWDx,19 Bethune Way  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,804,EA,19 Bethune Way,02119,42.32925,-71.08056,Citizens Connect App,"(42.32925, -71.08056)"
Request for Pothole Repair,PWDx,577 Blue Hill Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1207,A,577 Blue Hill Ave,02121,42.30577,-71.08488,Citizens Connect App,"(42.30577, -71.08488)"
Request for Pothole Repair,PWDx,110 Union Park St  Roxbury  MA  02118,4,1C,2,D4,Roxbury,4,03,307,CM,110 Union Park St,02118,42.34005,-71.06591,Citizens Connect App,"(42.34005, -71.06591)"
Request for Pothole Repair,PWDx,105-107 Humboldt Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,12,1202,,105-107 Humboldt Ave,02121,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,157 Geneva Ave  Dorchester  MA  02121,7,03,4,C11,Roxbury,8,Ward 14,1404,R2,157 Geneva Ave,02121,42.30512,-71.07727,Citizens Connect App,"(42.30512, -71.07727)"
Request for Pothole Repair,PWDx,137 Geneva Ave  Dorchester  MA  02121,7,03,4,C11,Roxbury,8,Ward 14,1404,R3,137 Geneva Ave,02121,42.30568,-71.07801,Citizens Connect App,"(42.30568, -71.07801)"
Request for Pothole Repair,PWDx,INTERSECTION of Brinsley St & Columbia Rd  Dorchester  MA,7,03,4,C11,Roxbury,8,Ward 14,1404,,INTERSECTION Brinsley St & Columbia Rd,,42.317903,-71.069276,Citizens Connect App,"(42.317903, -71.069276)"
Request for Pothole Repair,BWSC,287-293 Blue Hill Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1206,E,287-293 Blue Hill Ave,02121,42.314431,-71.079221,Citizens Connect App,"(42.314431, -71.079221)"
Request for Pothole Repair,PWDx,95 Blue Hill Ave  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 12,1204,R1,95 Blue Hill Ave,02119,42.321941,-71.077489,Citizens Connect App,"(42.321941, -71.077489)"
Request for Pothole Repair,PWDx,2 Marcella St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1102,E,2 Marcella St,02119,42.32086,-71.093476,Citizens Connect App,"(42.32086, -71.093476)"
Request for Pothole Repair,PWDx,165 Columbia Rd  Dorchester  MA  02121,7,03,4,C11,Roxbury,13,Ward 14,1401,A,165 Columbia Rd,02121,42.30596,-71.07778,Citizens Connect App,"(42.30596, -71.07778)"
Request for Pothole Repair,PWDx,294-296 Highland St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1101,E,294-296 Highland St,02119,42.324109,-71.097728,Citizens Connect App,"(42.324109, -71.097728)"
Request for Pothole Repair,PWDx,INTERSECTION of Washington St & Cobden Park  Roxbury  MA,9,10B,7,B2,Roxbury,13,Ward 11,1103,,INTERSECTION Washington St & Cobden Park,,42.363289,-71.050254,Citizens Connect App,"(42.363289, -71.050254)"
Request for Pothole Repair,PWDx,INTERSECTION of Linden Park St & Tremont St  Mission Hill  MA,9,10B,7,B2,Roxbury,13,Ward 9,904,,INTERSECTION Linden Park St & Tremont St,,42.3541,-71.05228,Citizens Connect App,"(42.3541, -71.05228)"
Request for Pothole Repair,PWDx,INTERSECTION of Albany St & Massachusetts Ave  Roxbury  MA,7,1C,7,D4,Roxbury,13,Ward 8,803,,INTERSECTION Albany St & Massachusetts Ave,,42.27394,-71.161,Citizens Connect App,"(42.27394, -71.161)"
Request for Pothole Repair,INFO,110 Waumbeck St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1208,R3,110 Waumbeck St,02121,42.31536,-71.0914,Citizens Connect App,"(42.31536, -71.0914)"
Request for Pothole Repair,INFO,INTERSECTION of Burrell St & Norfolk Ave  Roxbury  MA,7,03,7,B2,Roxbury,13,Ward 8,806,,INTERSECTION Burrell St & Norfolk Ave,,42.30102,-71.13235,Citizens Connect App,"(42.30102, -71.13235)"
Request for Pothole Repair,BWSC,INTERSECTION of Warren St & Washington St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 9,905,,INTERSECTION Warren St & Washington St,,42.3527,-71.17033,Citizens Connect App,"(42.3527, -71.17033)"
Request for Pothole Repair,PWDx,INTERSECTION of Reed St & Fairweather St  Roxbury  MA,7,10B,7,D4,Roxbury,13,Ward 8,803,,INTERSECTION Reed St & Fairweather St,,42.28734,-71.0802,Citizens Connect App,"(42.28734, -71.0802)"
Request for Pothole Repair,PWDx,304-308 Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,803,RC,304-308 Dudley St,02119,42.32796,-71.07753,Citizens Connect App,"(42.32796, -71.07753)"
Request for Pothole Repair,PWDx,168 Ruthven St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1209,R3,168 Ruthven St,02121,42.31169,-71.08736,Citizens Connect App,"(42.31169, -71.08736)"
Request for Pothole Repair,PWDx,300 Roxbury St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 11,1101,EA,300 Roxbury St,02119,42.33023,-71.09485,Citizens Connect App,"(42.33023, -71.09485)"
Request for Pothole Repair,PWDx,INTERSECTION of Tremont St & Schroeder Plz  Mission Hill  MA,9,10B,7,B2,Roxbury,13,Ward 9,904,,INTERSECTION Tremont St & Schroeder Plz,,42.32919,-71.08966,Citizens Connect App,"(42.32919, -71.08966)"
Request for Pothole Repair,PWDx,INTERSECTION of Fellows St & Northampton St  Roxbury  MA,7,10B,7,D4,Roxbury,13,Ward 8,803,,INTERSECTION Fellows St & Northampton St,,42.354895,-71.072475,Citizens Connect App,"(42.354895, -71.072475)"
Request for Pothole Repair,PWDx,56 Bartlett St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,905,RL,56 Bartlett St,02119,42.328678,-71.089487,Citizens Connect App,"(42.328678, -71.089487)"
Request for Pothole Repair,PWDx,387-397 Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,08,807,A,387-397 Dudley St,02119,42.326066,-71.075646,Citizens Connect App,"(42.326066, -71.075646)"
Request for Pothole Repair,PWDx,288-298A Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,08,803,,288-298A Dudley St,02119,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,INTERSECTION of Harrison Ave & Trask St  Roxbury  MA,7,10B,2,D4,Roxbury,6,Ward 8,802,,INTERSECTION Harrison Ave & Trask St,,42.29602,-71.07807,Citizens Connect App,"(42.29602, -71.07807)"
Request for Pothole Repair,PWDx,INTERSECTION of Elmore St & Mayfair St  Roxbury  MA,9,10B,7,B2,Roxbury,13,Ward 12,1203,,INTERSECTION Elmore St & Mayfair St,,42.29295,-71.12207,Citizens Connect App,"(42.29295, -71.12207)"
Request for Pothole Repair,PWDx,INTERSECTION of Maple St & Seaver St  Dorchester  MA,9,10B,7,B2,Roxbury,13,Ward 12,1207,,INTERSECTION Maple St & Seaver St,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,152-156 Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,804,C,152-156 Dudley St,02119,42.328865,-71.083212,Citizens Connect App,"(42.328865, -71.083212)"
Request for Pothole Repair,PWDx,INTERSECTION of Greenville St & Greenville Park  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,804,,INTERSECTION Greenville St & Greenville Park,,42.28901,-71.05328,Citizens Connect App,"(42.28901, -71.05328)"
Request for Pothole Repair,PWDx,10 Abbotsford St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1208,A,10 Abbotsford St,02121,42.315,-71.09322,Citizens Connect App,"(42.315, -71.09322)"
Request for Pothole Repair,PWDx,20 Eustis St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,804,E,20 Eustis St,02119,42.331598,-71.081233,Citizens Connect App,"(42.331598, -71.081233)"
Request for Pothole Repair,PWDx,383-385 Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,807,RC,383-385 Dudley St,02119,42.326164,-71.075666,Citizens Connect App,"(42.326164, -71.075666)"
Request for Pothole Repair,PWDx,INTERSECTION of Dearborn St & Dudley St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,804,,INTERSECTION Dearborn St & Dudley St,,42.3459,-71.07131,Citizens Connect App,"(42.3459, -71.07131)"
Request for Pothole Repair,PWDx,INTERSECTION of Massachusetts Ave & Southampton St  Roxbury  MA,7,1C,7,D4,Roxbury,13,Ward 8,803,,INTERSECTION Massachusetts Ave & Southampton St,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,INTERSECTION of Guild St & Washington St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 9,905,,INTERSECTION Guild St & Washington St,,42.28514,-71.07038,Citizens Connect App,"(42.28514, -71.07038)"
Request for Pothole Repair,PWDx,INTERSECTION of Dudley St & Bard Ave  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,804,,INTERSECTION Dudley St & Bard Ave,,42.28982,-71.12842,Citizens Connect App,"(42.28982, -71.12842)"
Request for Pothole Repair,PWDx,INTERSECTION of Centre St & Gardner St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 9,905,,INTERSECTION Centre St & Gardner St,,42.29251,-71.06676,Citizens Connect App,"(42.29251, -71.06676)"
Request for Pothole Repair,PWDx,101 Waumbeck St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1208,R2,101 Waumbeck St,02121,42.315598,-71.091128,Citizens Connect App,"(42.315598, -71.091128)"
Request for Pothole Repair,PWDx,79 Devon St  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,R3,79 Devon St,02121,42.30967,-71.07962,Citizens Connect App,"(42.30967, -71.07962)"
Request for Pothole Repair,PWDx,2-6 Guild St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,905,RL,2-6 Guild St,02119,42.326074,-71.088017,Citizens Connect App,"(42.326074, -71.088017)"
Request for Pothole Repair,PWDx,268-286 Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,803,CM,268-286 Dudley St,02119,42.32856,-71.07876,Citizens Connect App,"(42.32856, -71.07876)"
Request for Pothole Repair,PWDx,139 Crawford St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1208,R3,139 Crawford St,02121,42.31597,-71.09156,Citizens Connect App,"(42.31597, -71.09156)"
Request for Pothole Repair,PWDx,138-148 Warren St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 12,1201,RC,138-148 Warren St,02119,42.32583,-71.08315,Citizens Connect App,"(42.32583, -71.08315)"
Request for Pothole Repair,PWDx,104 Devon St  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,R3,104 Devon St,02121,42.30906,-71.07799,Citizens Connect App,"(42.30906, -71.07799)"
Request for Pothole Repair,PWDx,INTERSECTION of Bean Ct & Bataan Ct  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,804,,INTERSECTION Bean Ct & Bataan Ct,,42.366451,-71.051825,Citizens Connect App,"(42.366451, -71.051825)"
Request for Pothole Repair,PWDx,165 Ruthven St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1209,R3,165 Ruthven St,02121,42.31142,-71.08778,Citizens Connect App,"(42.31142, -71.08778)"
Request for Pothole Repair,PWDx,54 Crestwood Park  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 12,1202,A,54 Crestwood Park,02119,42.31792,-71.087,Citizens Connect App,"(42.31792, -71.087)"
Request for Pothole Repair,PWDx,INTERSECTION of Burke St & Tremont St  Mission Hill  MA,9,10B,7,D4,Roxbury,13,Ward 9,904,,INTERSECTION Burke St & Tremont St,,42.30069,-71.138369,Citizens Connect App,"(42.30069, -71.138369)"
Request for Pothole Repair,PWDx,INTERSECTION of Clifton St & George St  Roxbury  MA,7,03,7,B2,Roxbury,13,Ward 8,805,,INTERSECTION Clifton St & George St,,42.28603,-71.10861,Citizens Connect App,"(42.28603, -71.10861)"
Request for Pothole Repair,PWDx,157 Geneva Ave  Dorchester  MA  02121,7,03,4,C11,Roxbury,8,Ward 14,1404,R2,157 Geneva Ave,02121,42.30512,-71.07727,Citizens Connect App,"(42.30512, -71.07727)"
Request for Pothole Repair,PWDx,147-149 Roxbury St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,905,E,147-149 Roxbury St,02119,42.330583,-71.08912,Citizens Connect App,"(42.330583, -71.08912)"
Request for Pothole Repair,PWDx,168 Ruthven St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1209,R3,168 Ruthven St,02121,42.31169,-71.08736,Citizens Connect App,"(42.31169, -71.08736)"
Request for Pothole Repair,PWDx,161 Ruthven St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1209,R1,161 Ruthven St,02121,42.311554,-71.088012,Citizens Connect App,"(42.311554, -71.088012)"
Request for Pothole Repair,PWDx,10 Douglass Park  Mission Hill  MA  02120,9,10B,7,D4,Roxbury,13,Ward 9,904,CD,10 Douglass Park,02120,42.338159,-71.083734,Citizens Connect App,"(42.338159, -71.083734)"
Request for Pothole Repair,PWDx,17-19 Lambert Ave  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,905,RC,17-19 Lambert Ave,02119,42.32839,-71.08983,Citizens Connect App,"(42.32839, -71.08983)"
Request for Pothole Repair,PWDx,48 Elmore St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 12,1203,R1,48 Elmore St,02119,42.31977,-71.09055,Citizens Connect App,"(42.31977, -71.09055)"
Request for Pothole Repair,PWDx,INTERSECTION of Clifton St & Dudley St  Dorchester  MA,7,03,7,B2,Roxbury,13,Ward 13,1304,,INTERSECTION Clifton St & Dudley St,,42.28603,-71.10861,Citizens Connect App,"(42.28603, -71.10861)"
Request for Pothole Repair,PWDx,INTERSECTION of Massachusetts Ave & Southampton St  Roxbury  MA,7,1C,7,D4,Roxbury,13,Ward 8,803,,INTERSECTION Massachusetts Ave & Southampton St,,42.353067,-71.062842,Citizens Connect App,"(42.353067, -71.062842)"
Request for Pothole Repair,PWDx,INTERSECTION of Dudley St & Shirley St  Roxbury  MA,7,03,7,B2,Roxbury,13,Ward 8,805,,INTERSECTION Dudley St & Shirley St,,42.29026,-71.12788,Citizens Connect App,"(42.29026, -71.12788)"
